timestamp,id,BytesReceived_URLLC,BytesSent_URLLC,URLLC_BytesReceived,URLLC_BytesSent,URLLC_Received_thrp_Mbps,URLLC_Sent_thrp_Mbps
2024-05-17 10:05:03.022000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36094E+11,82931,181877,0.1326896,0.2910032
2024-05-17 10:05:19.152000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36095E+11,154874,226187,0.077437,0.1130935
2024-05-17 10:05:26.936000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36095E+11,186760,290630,0.21344,0.332148571
2024-05-17 10:05:35.093000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36095E+11,87956,176684,0.087956,0.176684
2024-05-17 10:05:38.589000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36095E+11,99569,134468,0.265517333,0.358581333
2024-05-17 10:05:44.195000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36095E+11,118866,168311,0.1901856,0.2692976
2024-05-17 10:05:48.810000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36095E+11,81517,146685,0.163034,0.29337
2024-05-17 10:05:58.022000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36096E+11,87261,148988,0.077565333,0.132433778
2024-05-17 10:06:04.653000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36096E+11,233507,313093,0.311342667,0.417457333
2024-05-17 10:06:09.742000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36096E+11,210723,287191,0.3371568,0.4595056
2024-05-17 10:06:13.507000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36096E+11,87314,148016,0.232837333,0.394709333
2024-05-17 10:06:17.769000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36097E+11,146434,141289,0.292868,0.282578
2024-05-17 10:06:23.368000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36097E+11,217278,336102,0.3476448,0.5377632
2024-05-17 10:06:25.868000 UTC,A4FC77-3TG01797-FVN2350009C9,2.79378E+12,7.36097E+11,0,123194,0,0.492776
