timestamp,id,BytesReceived_URLLC,BytesSent_URLLC,URLLC_BytesReceived,URLLC_BytesSent,URLLC_Received_thrp_Mbps,URLLC_Sent_thrp_Mbps
2024-05-16 21:20:02.756000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69457E+11,125286,137895,0.2004576,0.220632
2024-05-16 21:20:06.154000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69457E+11,85134,71392,0.227024,0.190378667
2024-05-16 21:20:11.838000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69457E+11,83659,164451,0.1338544,0.2631216
2024-05-16 21:20:16.808000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69457E+11,169966,143166,0.339932,0.286332
2024-05-16 21:20:21.808000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69457E+11,173282,180316,0.2772512,0.2885056
2024-05-16 21:20:27.181000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69458E+11,215005,294136,0.344008,0.4706176
2024-05-16 21:20:32.898000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69458E+11,136530,147046,0.218448,0.2352736
2024-05-16 21:20:35.734000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69458E+11,168584,97032,0.674336,0.388128
2024-05-16 21:20:41.845000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69458E+11,92965,240378,0.123953333,0.320504
2024-05-16 21:20:47.085000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69458E+11,303612,245314,0.4857792,0.3925024
2024-05-16 21:20:53.050000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69459E+11,155701,242443,0.2491216,0.3879088
2024-05-16 21:20:54.824000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69459E+11,161706,49916,1.293648,0.399328
2024-05-16 21:21:02.514000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69459E+11,193529,312176,0.221176,0.356772571
2024-05-16 21:21:07.979000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69459E+11,134366,149825,0.2149856,0.23972
2024-05-16 21:21:12.596000 UTC,A4FC77-3TG01797-FVN2350009C9,2.19619E+12,5.69459E+11,159365,205597,0.31873,0.411194
2024-05-16 21:21:18.776000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.6946E+11,223877,258260,0.298502667,0.344346667
2024-05-16 21:21:23.667000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.6946E+11,161282,196974,0.322564,0.393948
2024-05-16 21:21:28.235000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.6946E+11,188677,174067,0.377354,0.348134
2024-05-16 21:21:36.833000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.6946E+11,137923,240382,0.137923,0.240382
2024-05-16 21:21:41.997000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.6946E+11,133711,180947,0.2139376,0.2895152
2024-05-16 21:21:45.957000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,99367,111189,0.264978667,0.296504
2024-05-16 21:21:50.871000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,48107,114838,0.096214,0.229676
2024-05-16 21:21:54.295000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,132469,84890,0.353250667,0.226373333
2024-05-16 21:22:01.158000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,91564,151277,0.122085333,0.201702667
2024-05-16 21:22:07.145000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,94521,164602,0.1512336,0.2633632
2024-05-16 21:22:12.738000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,118947,110347,0.1903152,0.1765552
2024-05-16 21:22:17.270000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,132347,166804,0.264694,0.333608
2024-05-16 21:22:22.377000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69461E+11,123182,129794,0.1970912,0.2076704
2024-05-16 21:22:27.842000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69462E+11,118726,179268,0.1899616,0.2868288
2024-05-16 21:22:32.454000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69462E+11,159670,171883,0.31934,0.343766
2024-05-16 21:22:37.395000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69462E+11,124640,162936,0.24928,0.325872
2024-05-16 21:22:42.159000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69462E+11,133816,107709,0.267632,0.215418
2024-05-16 21:22:46.154000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69462E+11,236922,227111,0.631792,0.605629333
2024-05-16 21:22:52.908000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69463E+11,190859,282155,0.254478667,0.376206667
2024-05-16 21:22:56.235000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69463E+11,147551,149112,0.393469333,0.397632
2024-05-16 21:23:02.635000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69463E+11,200104,187014,0.266805333,0.249352
2024-05-16 21:23:07.960000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69463E+11,178456,258125,0.2855296,0.413
2024-05-16 21:23:12.466000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69463E+11,134110,190784,0.26822,0.381568
2024-05-16 21:23:16.141000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69463E+11,212989,83210,0.567970667,0.221893333
2024-05-16 21:23:25.479000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69464E+11,194175,330904,0.1726,0.294136889
2024-05-16 21:23:30.002000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69464E+11,169747,244205,0.339494,0.48841
2024-05-16 21:23:31.964000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69464E+11,135724,106938,1.085792,0.855504
2024-05-16 21:23:37.695000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69464E+11,190689,224359,0.3051024,0.3589744
2024-05-16 21:23:41.982000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69464E+11,157679,97813,0.315358,0.195626
2024-05-16 21:23:47.571000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69465E+11,113778,215049,0.1820448,0.3440784
2024-05-16 21:23:52.333000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69465E+11,117059,153564,0.234118,0.307128
2024-05-16 21:23:57.222000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69465E+11,146805,159215,0.29361,0.31843
2024-05-16 21:24:01.565000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69465E+11,134311,164253,0.268622,0.328506
2024-05-16 21:24:07.406000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69465E+11,113891,134489,0.1822256,0.2151824
2024-05-16 21:24:13.076000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69465E+11,107994,147243,0.1727904,0.2355888
2024-05-16 21:24:16.442000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69466E+11,106525,85508,0.284066667,0.228021333
2024-05-16 21:24:21.219000 UTC,A4FC77-3TG01797-FVN2350009C9,2.1962E+12,5.69466E+11,117483,107559,0.234966,0.215118
