timestamp,id,BytesReceived_URLLC,BytesSent_URLLC,URLLC_BytesReceived,URLLC_BytesSent,URLLC_Received_thrp_Mbps,URLLC_Sent_thrp_Mbps
2024-05-17 06:00:14.900000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21473E+12,5.74936E+11,1324338952,394599519,294.2975449,87.688782
2024-05-17 06:00:18.027000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21494E+12,5.7497E+11,206048937,33784222,549.463832,90.09125867
2024-05-17 06:00:53.385000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21639E+12,5.7536E+11,1453623236,389737416,332.2567397,89.08283794
2024-05-17 06:00:57.295000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21653E+12,5.75404E+11,140419823,43625091,374.4528613,116.333576
2024-05-17 06:01:12.760000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21718E+12,5.75575E+11,650667877,171676690,347.0228677,91.56090133
2024-05-17 06:01:50.285000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21855E+12,5.75995E+11,1373186251,419307947,296.9051354,90.66117773
2024-05-17 06:01:51.904000 UTC,A4FC77-3TG01797-FVN2350009C9,2.21881E+12,5.76009E+11,260753861,14349292,2086.030888,114.794336
2024-05-17 06:02:24.253000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22E+12,5.76366E+11,1182658918,357286998,295.6647295,89.3217495
2024-05-17 06:02:27.515000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22024E+12,5.76403E+11,243942747,36477899,650.513992,97.27439733
2024-05-17 06:02:40.087000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22024E+12,5.76541E+11,0,138229908,0,92.153272
2024-05-17 06:03:19.762000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22072E+12,5.76978E+11,0,436894532,0,89.61939118
2024-05-17 06:03:25.165000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22236E+12,5.7704E+11,1643234831,61767079,2629.17573,98.8273264
2024-05-17 06:03:26.867000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22263E+12,5.77057E+11,269859483,16887943,2158.875864,135.103544
2024-05-17 06:03:47.547000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22349E+12,5.77286E+11,861276897,229681453,344.5107588,91.8725812
2024-05-17 06:04:04.677000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22349E+12,5.77474E+11,0,187857260,0,88.40341647
2024-05-17 06:04:09.848000 UTC,A4FC77-3TG01797-FVN2350009C9,2.2242E+12,5.77531E+11,706182856,56555195,1129.89257,90.488312
2024-05-17 06:04:23.271000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22493E+12,5.7768E+11,471853815,148912245,290.3715785,91.63830462
2024-05-17 06:04:44.430000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22493E+12,5.77914E+11,0,234145926,0,89.198448
2024-05-17 06:05:06.571000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22673E+12,5.78158E+11,882319170,244193564,320.8433345,88.79765964
2024-05-17 06:05:12.586000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22696E+12,5.78224E+11,236390067,66038754,315.186756,88.051672
2024-05-17 06:05:15.839000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22713E+12,5.7826E+11,166241908,36200216,443.3117547,96.53390933
2024-05-17 06:05:33.826000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22781E+12,5.78459E+11,678350766,198637514,319.2238899,93.47647718
2024-05-17 06:05:53.030000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22868E+12,5.78671E+11,768339554,211993745,323.5113912,89.26052421
2024-05-17 06:05:58.616000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22889E+12,5.78735E+11,204494357,64436691,327.1909712,103.0987056
2024-05-17 06:06:20.178000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22889E+12,5.78971E+11,0,235478631,0,89.70614514
2024-05-17 06:06:34.310000 UTC,A4FC77-3TG01797-FVN2350009C9,2.22976E+12,5.79128E+11,0,157163702,0,89.80782971
2024-05-17 06:06:42.483000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23063E+12,5.79221E+11,282552042,92718545,282.552042,92.718545
2024-05-17 06:06:58.274000 UTC,A4FC77-3TG01797-FVN2350009C9,2.2313E+12,5.79396E+11,665380739,175804812,354.8697275,93.7625664
2024-05-17 06:07:02.104000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23144E+12,5.79439E+11,141790191,42796428,378.107176,114.123808
2024-05-17 06:07:18.668000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23212E+12,5.79623E+11,684975278,183933000,342.487639,91.9665
2024-05-17 06:07:25.196000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23212E+12,5.79697E+11,0,73470777,0,97.961036
2024-05-17 06:07:26.855000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23249E+12,5.79715E+11,365585938,18024244,2924.687504,144.193952
2024-05-17 06:07:45.260000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23318E+12,5.79919E+11,693807076,204912766,308.3587004,91.07234044
2024-05-17 06:07:49.924000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23322E+12,5.79972E+11,35430031,52161229,70.860062,104.322458
2024-05-17 06:08:04.758000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23347E+12,5.80137E+11,0,165382237,0,94.50413543
2024-05-17 06:08:10.249000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23404E+12,5.802E+11,567480688,63307845,907.9691008,101.292552
2024-05-17 06:08:32.692000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23516E+12,5.8045E+11,894315517,249229639,325.2056425,90.62895964
2024-05-17 06:08:47.468000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23577E+12,5.80615E+11,604724793,165591762,345.5570246,94.623864
2024-05-17 06:08:54.176000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23603E+12,5.80691E+11,261579277,76127636,348.7723693,101.5035147
2024-05-17 06:09:14.802000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23687E+12,5.80918E+11,843216545,226592285,337.286618,90.636914
2024-05-17 06:09:16.966000 UTC,A4FC77-3TG01797-FVN2350009C9,2.237E+12,5.80942E+11,127431673,23951344,509.726692,95.805376
2024-05-17 06:09:40.366000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23788E+12,5.81202E+11,879689265,259694398,305.9788748,90.32848626
2024-05-17 06:09:56.384000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23858E+12,5.81384E+11,666603228,182370128,333.301614,91.185064
2024-05-17 06:10:01.210000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23888E+12,5.81436E+11,294881082,52251563,589.762164,104.503126
2024-05-17 06:10:15.017000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23888E+12,5.8159E+11,0,154227700,0,94.90935385
2024-05-17 06:10:16.844000 UTC,A4FC77-3TG01797-FVN2350009C9,2.23937E+12,5.8161E+11,490599739,19973355,3924.797912,159.78684
2024-05-17 06:10:40.277000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24033E+12,5.81873E+11,961058395,262535790,334.2811809,91.31679652
2024-05-17 06:10:44.817000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24042E+12,5.81924E+11,94784058,50665666,189.568116,101.331332
2024-05-17 06:10:46.425000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24066E+12,5.81942E+11,242084692,18304512,1936.677536,146.436096
2024-05-17 06:10:59.245000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24114E+12,5.82084E+11,481109151,142395349,320.739434,94.93023267
2024-05-17 06:11:05.377000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24114E+12,5.82152E+11,0,67429123,0,89.90549733
2024-05-17 06:11:28.330000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24236E+12,5.82404E+11,894625368,252738888,325.3183156,91.90505018
2024-05-17 06:11:45.313000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24294E+12,5.82591E+11,578174557,186660698,289.0872785,93.330349
2024-05-17 06:11:50.519000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24319E+12,5.82652E+11,250534792,60752601,400.8556672,97.2041616
2024-05-17 06:12:05.208000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24328E+12,5.82813E+11,0,160867222,0,91.92412686
2024-05-17 06:12:24.860000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24386E+12,5.83032E+11,0,219494376,0,92.41868463
2024-05-17 06:12:34.983000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24505E+12,5.83145E+11,389738810,112985136,311.791048,90.3881088
2024-05-17 06:12:36.344000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24525E+12,5.8316E+11,200207594,15059578,1601.660752,120.476624
2024-05-17 06:12:48.545000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24563E+12,5.83296E+11,381621616,135966666,254.4144107,90.644444
2024-05-17 06:12:54.989000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24563E+12,5.83368E+11,0,72035866,0,96.04782133
2024-05-17 06:13:30.565000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24588E+12,5.83765E+11,0,396822097,0,90.7021936
2024-05-17 06:13:35.007000 UTC,A4FC77-3TG01797-FVN2350009C9,2.2475E+12,5.83818E+11,1613947794,52808284,3227.895588,105.616568
2024-05-17 06:14:00.377000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24759E+12,5.84099E+11,0,281541757,0,90.09336224
2024-05-17 06:14:04.596000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24863E+12,5.84149E+11,1045965305,49817464,2091.93061,99.634928
2024-05-17 06:14:16.328000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24921E+12,5.84278E+11,454513885,129232924,330.5555527,93.98758109
2024-05-17 06:14:25.029000 UTC,A4FC77-3TG01797-FVN2350009C9,2.24955E+12,5.84373E+11,332498751,94852069,332.498751,94.852069
2024-05-17 06:14:44.362000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25033E+12,5.84589E+11,789014001,215200103,332.2164215,90.61056968
2024-05-17 06:14:46.721000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25043E+12,5.84614E+11,99771716,25617635,399.086864,102.47054
2024-05-17 06:15:08.891000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25126E+12,5.84861E+11,821126815,247179498,298.5915691,89.88345382
2024-05-17 06:15:24.455000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25197E+12,5.85036E+11,550461294,174323437,293.5793568,92.97249973
2024-05-17 06:15:29.833000 UTC,A4FC77-3TG01797-FVN2350009C9,2.2522E+12,5.85098E+11,227834842,61983501,364.5357472,99.1736016
2024-05-17 06:15:50.315000 UTC,A4FC77-3TG01797-FVN2350009C9,2.253E+12,5.85323E+11,736820559,225375425,294.7282236,90.15017
2024-05-17 06:16:09.747000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25383E+12,5.8554E+11,664483623,209153598,295.3260547,92.95715467
2024-05-17 06:16:14.078000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25405E+12,5.85593E+11,216896115,52354440,433.79223,104.70888
2024-05-17 06:16:28.700000 UTC,A4FC77-3TG01797-FVN2350009C9,2.2546E+12,5.85752E+11,550894808,158712366,314.7970331,90.69278057
2024-05-17 06:16:34.684000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25473E+12,5.85822E+11,137394119,70647603,219.8305904,113.0361648
2024-05-17 06:16:36.868000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25494E+12,5.85844E+11,202046683,21825547,808.186732,87.302188
2024-05-17 06:16:55.054000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25494E+12,5.86045E+11,0,201070964,0,89.36487289
2024-05-17 06:16:58.345000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25582E+12,5.86082E+11,885275664,36736585,2360.735104,97.96422667
2024-05-17 06:17:14.896000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25647E+12,5.86267E+11,646931444,185237526,323.465722,92.618763
2024-05-17 06:17:18.950000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25671E+12,5.86311E+11,237639924,44353350,475.279848,88.7067
2024-05-17 06:17:21.994000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25685E+12,5.86347E+11,147438908,35459340,393.1704213,94.55824
2024-05-17 06:17:35.214000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25685E+12,5.86492E+11,0,145042545,0,89.25695077
2024-05-17 06:17:39.099000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25751E+12,5.86535E+11,657827501,43348750,1754.206669,115.5966667
2024-05-17 06:18:05.795000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25848E+12,5.86833E+11,968574663,297527672,298.0229732,91.546976
2024-05-17 06:18:07.111000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25862E+12,5.86847E+11,136592368,14364467,1092.738944,114.915736
2024-05-17 06:18:19.844000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25862E+12,5.8699E+11,0,142426719,0,94.951146
2024-05-17 06:18:23.519000 UTC,A4FC77-3TG01797-FVN2350009C9,2.25923E+12,5.87031E+11,615968709,41126712,1642.583224,109.671232
2024-05-17 06:18:50.630000 UTC,A4FC77-3TG01797-FVN2350009C9,2.26037E+12,5.87332E+11,994251851,301237838,294.593141,89.2556557
2024-05-17 06:19:03.251000 UTC,A4FC77-3TG01797-FVN2350009C9,2.26091E+12,5.87471E+11,541289722,139577135,360.8598147,93.05142333
2024-05-17 06:19:08.899000 UTC,A4FC77-3TG01797-FVN2350009C9,2.26117E+12,5.87535E+11,258380451,63897494,413.4087216,102.2359904
2024-05-17 06:19:25.521000 UTC,A4FC77-3TG01797-FVN2350009C9,2.26131E+12,5.87721E+11,0,185350938,0,92.675469
2024-05-17 06:19:30.708000 UTC,A4FC77-3TG01797-FVN2350009C9,2.26201E+12,5.87779E+11,703254944,57885151,1125.20791,92.6162416
